EVTDESC100112;Вторая стадия;X
EVTNAME100113;Небольшая девальвация;X
EVTDESC100113;Третья стадия;X
EVTNAME100114;Средняя девальвация;X
EVTDESC100114;Первая стадия;X
EVTNAME100115;Средняя девальвация;X
EVTDESC100115;Вторая стадия;X
EVTNAME100116;Средняя девальвация;X
EVTDESC100116;Третья стадия;X
EVTNAME100117;Крупная девальвация;X
EVTDESC100117;Первая стадия;X
EVTNAME100118;Крупная девальвация;X
EVTDESC100118;Вторая стадия;X
EVTNAME100119;Крупная девальвация;X
EVTDESC100119;Третья стадия;X
EVTNAME100120;Денежная реформа завершена;X
EVTDESC100120; ;X
EVTNAME100400;Внешняя политика Сардинии-Пьемонт;
EVTDESC100400;Можно выбрать между двумя вариантами объединения Италии или подтолкнуть развитие экономики;
EVTOPTA100400;Предложить объединение на условиях конфедерации;
EVTOPTB100400;Поддержать краснорубашечников;
EVTOPTC100400;Отложить вопрос, страна еще не готова к этому;
EVTNAME100401;Сардиния-Пьемонт предлагает объединение на условиях конфедерации;
EVTDESC100401;;
EVTOPTA100401;Согласиться;
EVTOPTB100401;Отказаться;
EVTNAME100402;Объединение Италии: статус конфедерации;
EVTDESC100402;Часть королевств согласна, но были и те, кто против. Теперь нам необходимо выбрать следующий шаг;
EVTOPTA100402;Покорить несогласные королевства;
EVTOPTB100402;Поддержать краснорубашечников;
EVTNAME100403;Объединение Италии: реакционный альянс;
EVTDESC100403;Сардиния-Пьемонт создала конфедерацию итальянских государств и собирается расширить свою власть и на нас;
EVTOPTA100403;Реакционные силы должны объединиться;
EVTNAME100404;Объединение Италии: подготовка к войне;
EVTDESC100404;;
EVTOPTA100404;;
EVTNAME100405;Объединение Италии: начало войны;
EVTDESC100405;Против нас выступает альянс реакционных сил;
EVTOPTA100405;Вперед, за Италию!;
PolSys_start_1_title;Панель управления государством;X
PolSys_start_1_desc; ;X
TITLE1000000;Основная панель;X
DESC1000000; ;X
OPTION1_1000000;Население;X
OPTION2_1000000;Государство;X
TITLE1000001;Население;X
DESC1000001; ;X
OPTION1_1000001;Ограничение роста;X
OPTION2_1000001;Ограничение роста у сателлитов;X
OPTION3_1000001;Внутренняя миграция;X
OPTION4_1000001;Удалить модификаторы;X
TITLE1000002;Государство;X
DESC1000002; ;X
OPTION1_1000002;Парадигмы;X
OPTION2_1000002; ;X
TITLE10000011;Ограничение роста;X
DESC10000011; ;X
OPTION1_10000011;Европа;X
OPTION2_10000011;Азия;X
OPTION3_10000011;Африка;X
OPTION4_10000011;Сев. Америка;X
OPTION5_10000011;Юж. Америка;X
OPTION6_10000011;Океания;X
OPTION7_10000011;Удалить модификаторы;X
TITLE10000012;Ограничение роста у сателлитов;X
DESC10000012; ;X
OPTION1_10000012;Европа;X
OPTION2_10000012;Азия;X
OPTION3_10000012;Африка;X
OPTION4_10000012;Сев. Америка;X
OPTION5_10000012;Юж. Америка;X
OPTION6_10000012;Океания;X
OPTION7_10000012;Удалить модификаторы;X
TITLE10000013;Внутренняя миграция;X
DESC10000013; ;X
OPTION1_10000013;Европа;X
OPTION2_10000013;Азия;X
OPTION3_10000013;Африка;X
OPTION4_10000013;Сев. Америка;X
OPTION5_10000013;Юж. Америка;X
OPTION6_10000013;Океания;X
OPTION7_10000013;Удалить модификаторы;X
TITLE10000021;Государственные парадигмы;X
DESC10000021; ;X
OPTION1_10000021;Военная служба;X
OPTION2_10000021; ;X
TITLE100000111;Ограничение роста в Европе;X
DESC100000111; ;X
OPTION1_100000111;Учителя;X
OPTION2_100000111;Солдаты;X
OPTION3_100000111;Пролетарии;X
OPTION4_100000111;Служащие;X
OPTION5_100000111;Сервисеры;X
OPTION6_100000111;Удалить модификаторы;X
TITLE100000112;Ограничение роста в Азии;X
DESC100000112; ;X
OPTION1_100000112;Учителя;X
OPTION2_100000112;Солдаты;X
OPTION3_100000112;Пролетарии;X
OPTION4_100000112;Служащие;X
OPTION5_100000112;Сервисеры;X
OPTION6_100000112;Удалить модификаторы;X
TITLE100000113;Ограничение роста в Африке;X
DESC100000113; ;X
OPTION1_100000113;Учителя;X
OPTION2_100000113;Солдаты;X
OPTION3_100000113;Пролетарии;X
OPTION4_100000113;Служащие;X
OPTION5_100000113;Сервисеры;X
OPTION6_100000113;Удалить модификаторы;X
TITLE100000114;Ограничение роста в Сев. Америке;X
DESC100000114; ;X
OPTION1_100000114;Учителя;X
OPTION2_100000114;Солдаты;X
OPTION3_100000114;Пролетарии;X
OPTION4_100000114;Служащие;X
OPTION5_100000114;Сервисеры;X
OPTION6_100000114;Удалить модификаторы;X
TITLE100000115;Ограничение роста в Юж. Америке;X
DESC100000115; ;X
OPTION1_100000115;Учителя;X
OPTION2_100000115;Солдаты;X
OPTION3_100000115;Пролетарии;X
OPTION4_100000115;Служащие;X
OPTION5_100000115;Сервисеры;X
OPTION6_100000115;Удалить модификаторы;X
TITLE100000116;Ограничение роста в Океании;X
DESC100000116; ;X
OPTION1_100000116;Учителя;X
OPTION2_100000116;Солдаты;X
OPTION3_100000116;Пролетарии;X
OPTION4_100000116;Служащие;X
OPTION5_100000116;Сервисеры;X
OPTION6_100000116;Удалить модификаторы;X
TITLE100000121;Ограничение роста у сателлитов в Европе;X
DESC100000121; ;X
OPTION1_100000121;Учителя;X
OPTION2_100000121;Солдаты;X
OPTION3_100000121;Пролетарии;X
OPTION4_100000121;Служащие;X
OPTION5_100000121;Сервисеры;X
OPTION6_100000121;;X
TITLE100000122;Ограничение роста у сателлитов в Азии;X
DESC100000122; ;X
OPTION1_100000122;Учителя;X
OPTION2_100000122;Солдаты;X
OPTION3_100000122;Пролетарии;X
OPTION4_100000122;Служащие;X
OPTION5_100000122;Сервисеры;X
OPTION6_100000122;Удалить модификаторы;X
TITLE100000123;Ограничение роста у сателлитов в Африке;X
DESC100000123; ;X
OPTION1_100000123;Учителя;X
OPTION2_100000123;Солдаты;X
OPTION3_100000123;Пролетарии;X
OPTION4_100000123;Служащие;X
OPTION5_100000123;Сервисеры;X
OPTION6_100000123;Удалить модификаторы;X
TITLE100000124;Ограничение роста у сателлитов в Сев. Америке;X
DESC100000124; ;X
OPTION1_100000124;Учителя;X
OPTION2_100000124;Солдаты;X
OPTION3_100000124;Пролетарии;X
OPTION4_100000124;Служащие;X
OPTION5_100000124;Сервисеры;X
OPTION6_100000124;Удалить модификаторы;X
TITLE100000125;Ограничение роста у сателлитов в Юж. Америке;X
DESC100000125; ;X
OPTION1_100000125;Учителя;X
OPTION2_100000125;Солдаты;X
OPTION3_100000125;Пролетарии;X
OPTION4_100000125;Служащие;X
OPTION5_100000125;Сервисеры;X
OPTION6_100000125;Удалить модификаторы;X
TITLE100000126;Ограничение роста у сателлитов в Океании;X
DESC100000126; ;X
OPTION1_100000126;Учителя;X
OPTION2_100000126;Солдаты;X
OPTION3_100000126;Пролетарии;X
OPTION4_100000126;Служащие;X
OPTION5_100000126;Сервисеры;X
OPTION6_100000126;Удалить модификаторы;X
TITLE100000131;Миграция в Европу;X
DESC100000131; ;X
OPTION1_100000131;Остановить;X
OPTION2_100000131;;X
OPTION3_100000131;Удалить модификаторы;X
TITLE100000132;Миграция в Азию;X
DESC100000132; ;X
OPTION1_100000132;Остановить;X
OPTION2_100000132;Усилить;X
OPTION3_100000132;Удалить модификаторы;X
TITLE100000133;Миграция в Африку;X
DESC100000133; ;X
OPTION1_100000133;Остановить;X
OPTION2_100000133;Усилить;X
OPTION3_100000133;Удалить модификаторы;X
TITLE100000134;Миграция в Сев. Америку;X
DESC100000134; ;X
OPTION1_100000134;Остановить;X
OPTION2_100000134;Усилить;X
OPTION3_100000134;Удалить модификаторы;X
TITLE100000135;Миграция в Юж. Америку;X
DESC100000135; ;X
OPTION1_100000135;Остановить;X
OPTION2_100000135;Усилить;X
OPTION3_100000135;Удалить модификаторы;X
TITLE100000136;Миграция в Океанию;X
DESC100000136; ;X
OPTION1_100000136;Остановить;X
OPTION2_100000136;Усилить;X
OPTION3_100000136;Удалить модификаторы;X
TITLE100000211;Военная служба;X
DESC100000211; ;X
OPTION1_100000211;Рекрутская повинность;X
OPTION2_100000211;Призыв на 10 лет (200 дней);X
OPTION3_100000211;Призыв на 7 лет (400 дней);X
OPTION4_100000211;Призыв на 4 года (600 дней);X
OPTION5_100000211;Призыв на 1 год (800 дней);X
OPTION6_100000211;Контрактная армия (1000 дней);X
TITLE100000212;Военная служба;X
DESC100000212; ;X
OPTION1_100000212;Рекрутская повинность(200 дней);X
OPTION2_100000212;Призыв на 10 лет ;X
OPTION3_100000212;Призыв на 7 лет (200 дней);X
OPTION4_100000212;Призыв на 4 года (400 дней);X
OPTION5_100000212;Призыв на 1 год (600 дней);X
OPTION6_100000212;Контрактная армия (800 дней);X
TITLE100000213;Военная служба;X
DESC100000213; ;X
OPTION1_100000213;Рекрутская повинность(400 дней);X
OPTION2_100000213;Призыв на 10 лет (200 дней);X
OPTION3_100000213;Призыв на 7 лет ;X
OPTION4_100000213;Призыв на 4 года (200 дней);X
OPTION5_100000213;Призыв на 1 год (400 дней);X
OPTION6_100000213;Контрактная армия (600 дней);X
TITLE100000214;Военная служба;X
DESC100000214; ;X
OPTION1_100000214;Рекрутская повинность (600 дней);X
OPTION2_100000214;Призыв на 10 лет (400 дней);X
OPTION3_100000214;Призыв на 7 лет (200 дней);X
OPTION4_100000214;Призыв на 4 года ;X
OPTION5_100000214;Призыв на 1 год (200 дней);X
OPTION6_100000214;Контрактная армия (400 дней);X
TITLE100000215;Военная служба;X
DESC100000215; ;X
OPTION1_100000215;Рекрутская повинность (800 дней);X
OPTION2_100000215;Призыв на 10 лет (600 дней);X
OPTION3_100000215;Призыв на 7 лет (400 дней);X
OPTION4_100000215;Призыв на 4 года (200 дней);X
OPTION5_100000215;Призыв на 1 год ;X
OPTION6_100000215;Контрактная армия (200 дней);X
TITLE100000216;Военная служба;X
DESC100000216; ;X
OPTION1_100000216;Рекрутская повинность (1000 дней);X
OPTION2_100000216;Призыв на 10 лет (800 дней);X
OPTION3_100000216;Призыв на 7 лет (600 дней);X
OPTION4_100000216;Призыв на 4 года (400 дней);X
OPTION5_100000216;Призыв на 1 год (200 дней);X
OPTION6_100000216;Контрактная армия ;X
TITLE100000217;Военная служба;X
DESC100000217; ;X
OPTION1_100000217;Рекрутская повинность;X
OPTION2_100000217;Призыв на 10 лет;X
OPTION3_100000217;Призыв на 7 лет;X
OPTION4_100000217;Призыв на 4 года;X
OPTION5_100000217;Призыв на 1 год;X
OPTION6_100000217;Контрактная армия;X
TITLE1000001111;Ограничение роста учителей в Европе;X
DESC1000001111; ;X
OPTION1_1000001111;0%;X
OPTION2_1000001111;1%;X
OPTION3_1000001111;2%;X
OPTION4_1000001111;3%;X
OPTION5_1000001111;Удалить модификаторы;X
TITLE1000001112;Ограничение роста солдат в Европе;X
DESC1000001112; ;X
OPTION1_1000001112;0%;X
OPTION2_1000001112;1%;X
OPTION3_1000001112;2%;X
OPTION4_1000001112;3%;X
OPTION5_1000001112;Удалить модификаторы;X
TITLE1000001113;Ограничение роста пролетариев в Европе;X
DESC1000001113; ;X
OPTION1_1000001113;0%;X
OPTION2_1000001113;5%;X
OPTION3_1000001113;10%;X
OPTION4_1000001113;20%;X
OPTION5_1000001113;Удалить модификаторы;X
TITLE1000001114;Ограничение роста инженеров в Европе;X
DESC1000001114; ;X
OPTION1_1000001114;0%;X
OPTION2_1000001114;2%;X
OPTION3_1000001114;4%;X
OPTION4_1000001114;8%;X
OPTION5_1000001114;Удалить модификаторы;X
TITLE1000001115;Ограничение роста служащих в Европе;X
DESC1000001115; ;X
OPTION1_1000001115;0%;X
OPTION2_1000001115;5%;X
OPTION3_1000001115;10%;X
OPTION4_1000001115;20%;X
OPTION5_1000001115;Удалить модификаторы;X
TITLE1000001121;Ограничение роста учителей в Азии;X
DESC1000001121; ;X
OPTION1_1000001121;0%;X
OPTION2_1000001121;1%;X
OPTION3_1000001121;2%;X
OPTION4_1000001121;3%;X
OPTION5_1000001121;Удалить модификаторы;X
TITLE1000001122;Ограничение роста солдат в Азии;X
DESC1000001122; ;X
OPTION1_1000001122;0%;X
OPTION2_1000001122;1%;X
OPTION3_1000001122;2%;X
OPTION4_1000001122;3%;X
OPTION5_1000001122;Удалить модификаторы;X
TITLE1000001123;Ограничение роста пролетариев в Азии;X
DESC1000001123; ;X
OPTION1_1000001123;0%;X
OPTION2_1000001123;5%;X
OPTION3_1000001123;10%;X
OPTION4_1000001123;20%;X
OPTION5_1000001123;Удалить модификаторы;X
TITLE1000001124;Ограничение роста инженеров в Азии;X
DESC1000001124; ;X
OPTION1_1000001124;0%;X
OPTION2_1000001124;2%;X
OPTION3_1000001124;4%;X
OPTION4_1000001124;8%;X
OPTION5_1000001124;Удалить модификаторы;X
TITLE1000001125;Ограничение роста служащих в Азии;X
DESC1000001125; ;X
OPTION1_1000001125;0%;X
OPTION2_1000001125;5%;X
OPTION3_1000001125;10%;X
OPTION4_1000001125;20%;X
OPTION5_1000001125;Удалить модификаторы;X
TITLE1000001131;Ограничение роста учителей в Африке;X
DESC1000001131; ;X
OPTION1_1000001131;0%;X
OPTION2_1000001131;1%;X
OPTION3_1000001131;2%;X
OPTION4_1000001131;3%;X
OPTION5_1000001131;Удалить модификаторы;X
TITLE1000001132;Ограничение роста солдат в Африке;X
DESC1000001132; ;X
OPTION1_1000001132;0%;X
OPTION2_1000001132;1%;X
OPTION3_1000001132;2%;X
OPTION4_1000001132;3%;X
OPTION5_1000001132;Удалить модификаторы;X
TITLE1000001133;Ограничение роста пролетариев в Африке;X
DESC1000001133; ;X
OPTION1_1000001133;0%;X
OPTION2_1000001133;5%;X
OPTION3_1000001133;10%;X
OPTION4_1000001133;20%;X
OPTION5_1000001133;Удалить модификаторы;X
TITLE1000001134;Ограничение роста инженеров в Африке;X
DESC1000001134; ;X
OPTION1_1000001134;0%;X
OPTION2_1000001134;2%;X
OPTION3_1000001134;4%;X
OPTION4_1000001134;8%;X
OPTION5_1000001134;Удалить модификаторы;X
TITLE1000001135;Ограничение роста служащих в Африке;X
DESC1000001135; ;X
OPTION1_1000001135;0%;X
OPTION2_1000001135;5%;X
OPTION3_1000001135;10%;X
OPTION4_1000001135;20%;X
OPTION5_1000001135;Удалить модификаторы;X
TITLE1000001141;Ограничение роста учителей в Сев. Америке;X
DESC1000001141; ;X
OPTION1_1000001141;0%;X
OPTION2_1000001141;1%;X
OPTION3_1000001141;2%;X
OPTION4_1000001141;3%;X
OPTION5_1000001141;Удалить модификаторы;X
TITLE1000001142;Ограничение роста солдат в Сев. Америке;X
DESC1000001142; ;X
OPTION1_1000001142;0%;X
OPTION2_1000001142;1%;X
OPTION3_1000001142;2%;X
OPTION4_1000001142;3%;X
OPTION5_1000001142;Удалить модификаторы;X
TITLE1000001143;Ограничение роста пролетариев в Сев. Америке;X
DESC1000001143; ;X
OPTION1_1000001143;0%;X
OPTION2_1000001143;5%;X
OPTION3_1000001143;10%;X
OPTION4_1000001143;20%;X
OPTION5_1000001143;Удалить модификаторы;X
TITLE1000001144;Ограничение роста инженеров в Сев. Америке;X
DESC1000001144; ;X
OPTION1_1000001144;0%;X
OPTION2_1000001144;2%;X
OPTION3_1000001144;4%;X
OPTION4_1000001144;8%;X
OPTION5_1000001144;Удалить модификаторы;X
TITLE1000001145;Ограничение роста служащих в Сев. Америке;X
DESC1000001145; ;X
OPTION1_1000001145;0%;X
OPTION2_1000001145;5%;X
OPTION3_1000001145;10%;X
OPTION4_1000001145;20%;X
OPTION5_1000001145;Удалить модификаторы;X
TITLE1000001151;Ограничение роста учителей в Юж. Америке;X
DESC1000001151; ;X
OPTION1_1000001151;0%;X
OPTION2_1000001151;1%;X
OPTION3_1000001151;2%;X
OPTION4_1000001151;3%;X
OPTION5_1000001151;Удалить модификаторы;X
TITLE1000001152;Ограничение роста солдат в Юж. Америке;X
DESC1000001152; ;X
OPTION1_1000001152;0%;X
OPTION2_1000001152;1%;X
OPTION3_1000001152;2%;X
OPTION4_1000001152;3%;X
OPTION5_1000001152;Удалить модификаторы;X
TITLE1000001153;Ограничение роста пролетариев в Юж. Америке;X
DESC1000001153; ;X
OPTION1_1000001153;0%;X
OPTION2_1000001153;5%;X
OPTION3_1000001153;10%;X
OPTION4_1000001153;20%;X
OPTION5_1000001153;Удалить модификаторы;X
TITLE1000001154;Ограничение роста инженеров в Юж. Америке;X
DESC1000001154; ;X
OPTION1_1000001154;0%;X
OPTION2_1000001154;2%;X
OPTION3_1000001154;4%;X
OPTION4_1000001154;8%;X
OPTION5_1000001154;Удалить модификаторы;X
TITLE1000001155;Ограничение роста служащих в Юж. Америке;X
DESC1000001155; ;X
OPTION1_1000001155;0%;X
OPTION2_1000001155;5%;X
OPTION3_1000001155;10%;X
OPTION4_1000001155;20%;X
OPTION5_1000001155;Удалить модификаторы;X
TITLE1000001161;Ограничение роста учителей в Океании;X
DESC1000001161; ;X
OPTION1_1000001161;0%;X
OPTION2_1000001161;1%;X
OPTION3_1000001161;2%;X
OPTION4_1000001161;3%;X
OPTION5_1000001161;Удалить модификаторы;X
TITLE1000001162;Ограничение роста солдат в Океании;X
DESC1000001162; ;X
OPTION1_1000001162;0%;X
OPTION2_1000001162;1%;X
OPTION3_1000001162;2%;X
OPTION4_1000001162;3%;X
OPTION5_1000001162;Удалить модификаторы;X
TITLE1000001163;Ограничение роста пролетариев в Океании;X
DESC1000001163; ;X
OPTION1_1000001163;0%;X
OPTION2_1000001163;5%;X
OPTION3_1000001163;10%;X
OPTION4_1000001163;20%;X
OPTION5_1000001163;Удалить модификаторы;X
TITLE1000001164;Ограничение роста инженеров в Океании;X
DESC1000001164; ;X
OPTION1_1000001164;0%;X
OPTION2_1000001164;2%;X
OPTION3_1000001164;4%;X
OPTION4_1000001164;8%;X
OPTION5_1000001164;Удалить модификаторы;X
TITLE1000001165;Ограничение роста служащих в Океании;X
DESC1000001165; ;X
OPTION1_1000001165;0%;X
OPTION2_1000001165;5%;X
OPTION3_1000001165;10%;X
OPTION4_1000001165;20%;X
OPTION5_1000001165;Удалить модификаторы;X
TITLE1000001211;Ограничение роста учителей у сателлитов в Европе;X
DESC1000001211; ;X
OPTION1_1000001211;0%;X
OPTION2_1000001211;1%;X
OPTION3_1000001211;2%;X
OPTION4_1000001211;3%;X
OPTION5_1000001211;Удалить модификаторы;X
TITLE1000001212;Ограничение роста солдат у сателлитов в Европе;X
DESC1000001212; ;X
OPTION1_1000001212;0%;X
OPTION2_1000001212;1%;X
OPTION3_1000001212;2%;X
OPTION4_1000001212;3%;X
OPTION5_1000001212;Удалить модификаторы;X
TITLE1000001213;Ограничение роста пролетариев у сателлитов в Европе;X
DESC1000001213; ;X
OPTION1_1000001213;0%;X
OPTION2_1000001213;5%;X
OPTION3_1000001213;10%;X
OPTION4_1000001213;20%;X
OPTION5_1000001213;Удалить модификаторы;X
TITLE1000001214;Ограничение роста инженеров у сателлитов в Европе;X
DESC1000001214; ;X
OPTION1_1000001214;0%;X
OPTION2_1000001214;2%;X
OPTION3_1000001214;4%;X
OPTION4_1000001214;8%;X
OPTION5_1000001214;Удалить модификаторы;X
TITLE1000001215;Ограничение роста служащих у сателлитов в Европе;X
DESC1000001215; ;X
OPTION1_1000001215;0%;X
OPTION2_1000001215;5%;X
OPTION3_1000001215;10%;X
OPTION4_1000001215;20%;X
OPTION5_1000001215;Удалить модификаторы;X
TITLE1000001221;Ограничение роста учителей у сателлитов в Азии;X
DESC1000001221; ;X
OPTION1_1000001221;0%;X
OPTION2_1000001221;1%;X
OPTION3_1000001221;2%;X
OPTION4_1000001221;3%;X
OPTION5_1000001221;Удалить модификаторы;X
TITLE1000001222;Ограничение роста солдат у сателлитов в Азии;X
DESC1000001222; ;X
OPTION1_1000001222;0%;X
OPTION2_1000001222;1%;X
OPTION3_1000001222;2%;X
OPTION4_1000001222;3%;X
OPTION5_1000001222;Удалить модификаторы;X
TITLE1000001223;Ограничение роста пролетариев у сателлитов в Азии;X
DESC1000001223; ;X
OPTION1_1000001223;0%;X
OPTION2_1000001223;5%;X
OPTION3_1000001223;10%;X
OPTION4_1000001223;20%;X
OPTION5_1000001223;Удалить модификаторы;X
TITLE1000001224;Ограничение роста инженеров у сателлитов в Азии;X
DESC1000001224; ;X
OPTION1_1000001224;0%;X
OPTION2_1000001224;2%;X
OPTION3_1000001224;4%;X
OPTION4_1000001224;8%;X
OPTION5_1000001224;Удалить модификаторы;X
TITLE1000001225;Ограничение роста служащих у сателлитов в Азии;X
DESC1000001225; ;X
OPTION1_1000001225;0%;X
OPTION2_1000001225;5%;X
OPTION3_1000001225;10%;X
OPTION4_1000001225;20%;X
OPTION5_1000001225;Удалить модификаторы;X
TITLE1000001231;Ограничение роста учителей у сателлитов в Африке;X
DESC1000001231; ;X
OPTION1_1000001231;0%;X
OPTION2_1000001231;1%;X
OPTION3_1000001231;2%;X
OPTION4_1000001231;3%;X
OPTION5_1000001231;Удалить модификаторы;X
TITLE1000001232;Ограничение роста солдат у сателлитов в Африке;X
DESC1000001232; ;X
OPTION1_1000001232;0%;X
OPTION2_1000001232;1%;X
OPTION3_1000001232;2%;X
OPTION4_1000001232;3%;X
OPTION5_1000001232;Удалить модификаторы;X
TITLE1000001233;Ограничение роста пролетариев у сателлитов в Африке;X
DESC1000001233; ;X
OPTION1_1000001233;0%;X
OPTION2_1000001233;5%;X
OPTION3_1000001233;10%;X
OPTION4_1000001233;20%;X
OPTION5_1000001233;Удалить модификаторы;X
TITLE1000001234;Ограничение роста инженеров у сателлитов в Африке;X
DESC1000001234; ;X
OPTION1_1000001234;0%;X
OPTION2_1000001234;2%;X
OPTION3_1000001234;4%;X
OPTION4_1000001234;8%;X
OPTION5_1000001234;Удалить модификаторы;X
TITLE1000001235;Ограничение роста служащих у сателлитов в Африке;X
DESC1000001235; ;X
OPTION1_1000001235;0%;X
OPTION2_1000001235;5%;X
OPTION3_1000001235;10%;X
OPTION4_1000001235;20%;X
OPTION5_1000001235;Удалить модификаторы;X
TITLE1000001241;Ограничение роста учителей у сателлитов в Сев. Америке;X
DESC1000001241; ;X
OPTION1_1000001241;0%;X
OPTION2_1000001241;1%;X
OPTION3_1000001241;2%;X
OPTION4_1000001241;3%;X
OPTION5_1000001241;Удалить модификаторы;X
TITLE1000001242;Ограничение роста солдат у сателлитов в Сев. Америке;X
DESC1000001242; ;X
OPTION1_1000001242;0%;X
OPTION2_1000001242;1%;X
OPTION3_1000001242;2%;X
OPTION4_1000001242;3%;X
OPTION5_1000001242;Удалить модификаторы;X
TITLE1000001243;Ограничение роста пролетариев у сателлитов в Сев. Америке;X
DESC1000001243; ;X
OPTION1_1000001243;0%;X
OPTION2_1000001243;5%;X
OPTION3_1000001243;10%;X
OPTION4_1000001243;20%;X
OPTION5_1000001243;Удалить модификаторы;X
TITLE1000001244;Ограничение роста инженеров у сателлитов в Сев. Америке;X
DESC1000001244; ;X
OPTION1_1000001244;0%;X
OPTION2_1000001244;2%;X
OPTION3_1000001244;4%;X
OPTION4_1000001244;8%;X
OPTION5_1000001244;Удалить модификаторы;X
TITLE1000001245;Ограничение роста служащих у сателлитов в Сев. Америке;X
DESC1000001245; ;X
OPTION1_1000001245;0%;X
OPTION2_1000001245;5%;X
OPTION3_1000001245;10%;X
OPTION4_1000001245;20%;X
OPTION5_1000001245;Удалить модификаторы;X
TITLE1000001251;Ограничение роста учителей у сателлитов в Юж. Америке;X
DESC1000001251; ;X
OPTION1_1000001251;0%;X
OPTION2_1000001251;1%;X
OPTION3_1000001251;2%;X
OPTION4_1000001251;3%;X
OPTION5_1000001251;Удалить модификаторы;X
TITLE1000001252;Ограничение роста солдат у сателлитов в Юж. Америке;X
DESC1000001252; ;X
OPTION1_1000001252;0%;X
OPTION2_1000001252;1%;X
OPTION3_1000001252;2%;X
OPTION4_1000001252;3%;X
OPTION5_1000001252;Удалить модификаторы;X
TITLE1000001253;Ограничение роста пролетариев у сателлитов в Юж. Америке;X
DESC1000001253; ;X
OPTION1_1000001253;0%;X
OPTION2_1000001253;5%;X
OPTION3_1000001253;10%;X
OPTION4_1000001253;20%;X
OPTION5_1000001253;Удалить модификаторы;X
TITLE1000001254;Ограничение роста инженеров у сателлитов в Юж. Америке;X
DESC1000001254; ;X
OPTION1_1000001254;0%;X
OPTION2_1000001254;2%;X
OPTION3_1000001254;4%;X
OPTION4_1000001254;8%;X
OPTION5_1000001254;Удалить модификаторы;X
TITLE1000001255;Ограничение роста служащих у сателлитов в Юж. Америке;X
DESC1000001255; ;X
OPTION1_1000001255;0%;X
OPTION2_1000001255;5%;X
OPTION3_1000001255;10%;X
OPTION4_1000001255;20%;X
OPTION5_1000001255;Удалить модификаторы;X
TITLE1000001261;Ограничение роста учителей у сателлитов в Океании;X
DESC1000001261; ;X
OPTION1_1000001261;0%;X
OPTION2_1000001261;1%;X
OPTION3_1000001261;2%;X
OPTION4_1000001261;3%;X
OPTION5_1000001261;Удалить модификаторы;X
TITLE1000001262;Ограничение роста солдат у сателлитов в Океании;X
DESC1000001262; ;X
OPTION1_1000001262;0%;X
OPTION2_1000001262;1%;X
OPTION3_1000001262;2%;X
OPTION4_1000001262;3%;X
OPTION5_1000001262;Удалить модификаторы;X
TITLE1000001263;Ограничение роста пролетариев у сателлитов в Океании;X
DESC1000001263; ;X
OPTION1_1000001263;0%;X
OPTION2_1000001263;5%;X
